name,website,email,phone,address,mission_statement,year_founded,popu_served,twitter,facebook,linkedin,instagram,programs,county
"Adoption Options, Inc",http://www.adoption-options.com,[email protected],3036951601,"1355 S. Colorado Blvd., Suite 501, Denver, CO, 80222","Adoption Options is an inclusive non-profit adoption agency dedicated to enriching the lives of children, youth and families.  We provide education, placement services, counseling and support for all members of the adoption community.
",1981,All Populations,,,,,"Infant adoption, designated adoption, foster to adopt (flexible families), Fresh Beginnings (second chance adoptions), custody evaluations, relinquishment counseling, abbreviated home studies, and training and education.
",Denver
AdvocacyDenver,http://www.advocacydenver.org,[email protected],303-831-7733,"950 S Cherry St Suite 1100, Denver, CO, 80246","AdvocacyDenver promotes and protects the human rights of people with disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes.
",1954,People Living With Disabilities,,https://www.facebook.com/advocacydenverco/,,,"AdvocacyDenver is a civil rights advocacy organization serving children and youth with disabilities and adults with intellectual and developmental disabilities and their families. AdvocacyDenver provides individual, legal, and policy advocacy in Denver county.
",Denver
Advocates for Children CASA,http://www.adv4children.org,[email protected],303.328.2353,"16965 Pine Lane #120, Parker, CO, 80134","Speaking up for abused and neglected children through Court Appointed Special Advocates, CASA volunteers.
",1985,Children and Youth,,,,,"Dependency & Neglect CASAs, Truancy CASAs, Tutoring, Legacy Project Mentoring, Juvenile Delinquency CASAs
",Douglas
AfterHours Denver,https://afterhoursdenver.org,[email protected],(720) 414-0424,"1550 Larimer St, Suite 477, Denver, CO, 80202","We provide essential resources to those experiencing homelessness and poverty, while also offering community to the spiritually independent.
",2008,"All Populations, People Experiencing Homelessness, Low Income, Urban",,https://www.facebook.com/AfterHoursDenver,,https://www.instagram.com/afterhoursdenver,"We make and serve sack lunches everyday to those experiencing homelessness and poverty. We also run two annual free markets in Civic Center Park and Liberty Park where homeless and impoverished individuals can gather essential supplies. These two events are called Thankful for Long Johns and Christmas in the Park. They take place on Thanksgiving Day and Christmas Day. In addition, we create spaces in public places where the spiritually independent can build community.
",Denver
Aims Community College Foundation,https://www.aims.edu/foundation,[email protected],9703396556,"5401 W. 20th Street, Greeley, CO, 80634","To support the goals and objectives of Aims Community College by providing supplemental resources to ensure student success.
",1979,All Populations,,,,,"Scholarship development
Endowments
Program support
",Weld
Alameda Connects ,https://alamedaconnects.org/,[email protected],3032741807,"393 S. Harlan St., 210B, Lakewood, CO, 80226","We Foster Opportunity and Prosperity by Cultivating Connections Through the Celebration of our Vibrant Community
",1997,All Populations,https://twitter.com/AlamedaGateway,https://www.facebook.com/AlamedaConnects/,,https://www.instagram.com/alamedagateway/,"Arts, Street Beautification, Community development, economic development, safety
66,Rocky Mountain Hyperbaric Association for Brain Injuries Inc,http://www.rmhabi.org,[email protected],303-442-4124,"225 W SOUTH BOULDER RD STE 101, Louisville, CO, 80027","The mission of the Rocky Mountain Hyperbaric Association for Brain Injuries is to improve the quality of life for people suffering from brain injuries in the Rocky Mountain region by providing financial support and logistical assistance to individuals who are seeking rehabilitation through hyperbaric oxygen therapy and to promote education and understanding to the community of the benefits regarding hyperbaric oxygen therapy.
",2008,"All Populations, People Living With Disabilities, Veterans",,,,,"HBOT for Brain Injuries
Healing our Heroes
",Boulder
67,Rocky Mountain Medical Reserve Corps of Colorado,https://www.rockymountainmrc.com,[email protected],720-663-0672,"6105 S Main Street, Suite 200, Aurora, CO, 80016","We help our community before, during and after disruptions and disasters.
",2018,All Populations,,https://www.facebook.com/RockyMountainMRC/,,,"-	Support healthcare coalitions in meeting preparedness capabilities
-	Serve as a community resource by providing outreach, education & training activities
-	Provide medical support during community events and real-world deployments
",Arapahoe
68,Rocky Mountain Multiple Sclerosis Center,http://www.mscenter.org,[email protected],3034336887,"8845 Wagner St., Westminster, CO, 80031","To improve the lives of people with Multiple Sclerosis (MS) and their families through care, support, education and research.
",1978,People Living With Disabilities,,,,,"Adult day program, clinic, research, counseling, disability assistance, education
",Adams
69,Rocky Mountain Peace and Justice Center,http://www.rmpjc.org,[email protected],3034446981,"PO Box 1156, Boulder, CO, 80306","Rocky Mountain Peace and Justice Center Mission Statement
The Rocky Mountain Peace and Justice Center, rooted in the spirit of unconditional nonviolence, is dedicated to radically progressive personal and social change. As a multi-issue organization, we work to restore and protect earth and human rights. We educate, organize, act, and build community in order to create a culture of justice and peace.
",1983,All Populations,https://twitter.com/rmpjc,,,,"Nuclear Nexus and Guardianship Collective:
RMPJC was founded with a main focus of closing down the
Rocky Flats nuclear plant. In coordination with AFSC Denver,
Greenpeace, and numerous other organizations, RMPJC
worked to end the production of potentially harmful nuclear
waste. Over time, RMPJC became the foremost peace and
environmental group working steadily for the best possible
procedures to properly clean up the already thoroughly
contaminated site. However, due to an improper “clean up”
by government agencies, the efforts to clean up Rocky flats
and make it habitable once again is still underway.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Nonviolence Education Collective:
Grounded in the ideology of peaceful protest, the non-violence
collective works to teach and spread the skills of non-violent
advocacy. The Nonviolence Education Collective (NVEC) achieves its
goals through the sponsorship and organization of workshops, films,
and speaking engagements. The current set of workshops we offer
are:
• Compassionate Communication
• Conflict Transformation
• Mediation
• Consensus Process
• Nonviolence for Direct Action
~~~~~~~~~~~~~~~~~~~~~~~~~~~
International Issues Collective:
The Middle East Collective focuses on the broader Middle East,
including Israel/Palestine, Syria, Iraq, Afghanistan, and on the
increased tensions between NATO/U.S. and Russia. The collective has
joined the Boycott, Divestment and Sanctions (BDS) movement
targeting the Israel occupation of Palestinian lands. The International
Collective continues to take action against the “corporate takeover”
by the Trans Pacific Partnership (TPP) and other corporate trade
agreements in the pipeline. We are educating and working with our
state and local elected officials, with the goal of getting them to take
positions against the TPP. We educate the public and work in coalition
with labor and environmental groups to secure votes in Congress
against the TPP, including the vote of Congressman Jared Polis, who is
currently undecided about the TPP, as well as the vote of Senator
Bennet.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Citizens for Pesticide Reform Collective:
Citizens for Pesticide Reform's (CPR) mission is to decrease the
risks that pesticides pose to our community’s health and
environment by reducing pesticide use in Boulder County and
beyond.
",Boulder
70,Rocky Mountain Prep,http://www.rockymountainprep.org,[email protected],7207106295,"600 Grant Street Suite 700, Denver, CO, 80203","Every child realizes their full potential through a rigorous and loving elementary education.
",2011,"African-American, Children and Youth, Families",,http://www.facebook.com/rockymtnprep,,,"Elementary Education
",Denver
71,Rocky Mountain Public Media,http://ww.rmpbs.org,,303-892-6666,"2101 Arapahoe St., Denver, CO, 80205","To provide a dynamic, multi-faceted, public telecommunications service of the highest quality to meet the diverse cultural, educational, informational and entertainment needs and interests of the people it serv
",1956,All Populations,,,,,"To provide a dynamic, multi-faceted, public telecommunications service of the highest quality to meet the diverse cultural, educational, informational and entertainment needs and interests of the people it serve.
",Denver
72,Rocky Mountain Section American Water Works Association (AWWA),http://www.rmsawwa.org,[email protected],7204040818,"8200 S. Quebec St., Ste. A3-264, Centennial, CO, 80112","Providing solutions for the Rocky Mountain region to effectively manage water, the world’s most important resource.
",1972,All Populations,,,,,"Training, Education, Scholarships, Information Resources
",Arapahoe
73,Rocky Mountain Welcome Center,https://www.rockymountainwelcome.org/,[email protected],7202806264,"1010 S Joliet Street, Aurora, CO, 80012","To foster intercultural learning, understanding and integration among immigrants, refugees and Colorado residents through programs and activities that develop supportive multicultural communities.
",2017,"Children and Youth, Elderly, Families, Immigrants, Latino/Hispanic, Low Income, Other",,https://www.facebook.com/RockyMountainWelcomeCenter,,,"Immigrant Integration
Education and Literacy
Covid-19 Outreach
Halal Food Delivery
Girl's Empowerment
Basic Needs and Referral services
",Arapahoe
74,Rocky Mountain Wild,https://rockymountainwild.org,[email protected],303-546-0214,"1536 WYNKOOP ST STE 900, Denver, CO, 80202","Rocky Mountain Wild works to protect, connect, and restore wildlife and wild lands in the Southern Rocky Mountain region.
",1999,All Populations,https://twitter.com/RockyMtWild,https://www.facebook.com/rockymountainwild/,https://www.linkedin.com/company/353075,https://www.instagram.com/rockymtwild/,"Room to Roam - Habitat fragmentation is a leading cause of species declines worldwide. Through this program, we identify and protect key remaining habitats, and restore the linkages between them.
Oil & Gas Watch - Each year the Bureau of Land Management leases thousands of acres of our public land to corporations for oil and gas development. Much of this land is critical wildlife habitat. Through this program, we screen all leases in our region for conflicts with wildlife and work with the conservation community to protect important areas from development.
Key Species - The Southern Rocky Mountain region is home to more than 500 rare and imperiled native plant and animal species. Through this program, we identify the most vulnerable species and create citizen actions to advocate for their protection.
Citizen Science - Protecting biodiversity is a big job, and we recognize that we can't do it alone. That's why we train and utilize citizen scientists to help us gather and analyze data. Each year over 200 citizen science volunteers help us in the field and from behind their computer.
",Denver
75,Rocky Mountain Youth Clinics,,[email protected],3034503690,"9197 Grant Street, Thornton, CO, 80229","The RMYC provides accessible, affordable, high-quality health care to uninsured children and adolescents in Colorado. We offer these services regardless of insurance status or a family's ability to pay, while our services are prioritized for the under-served and at-risk youth, including those who are from low-income and/or homeless families. We serve these youth primarily in the metropolitan Denver area and secondarily along the Front Range of Colorado. We serve the community without regard to racial, cultural, sexual or religious orientation or affiliation, with the sole objective of reducing indicators of morbidity and mortality in children and adolescents.
",1996,Children and Youth,,,,,"Food Pantry
Weight Management
Social Services
",Adams
76,Roots Family Center,http://www.rootsfamilycenter.org,,7202161133,"4200 Morrison Road Unit 7, Denver, CO, 80219","Grow the next generation of confident,compassionate and healthy children who are rooted in the culture and strengths of  their families and communities.
",2016,Children and Youth,,,,,"Parents as Teachers
Home Instruction for Parents of Preschool Youngsters (HIPPY)
Enhanced Home Visitation
",Denver
77,Rose Andom Center,http://roseandomcenter.org,[email protected],7203374476,"PO Box 40095, Denver, CO, 80204","The Rose Andom Center improves the lives of domestic violence victims by facilitating access to services in a single, safe location.
",2013,All Populations,,https://www.facebook.com/RoseAndomCenter,https://www.linkedin.com/company/roseandomcenter/,https://www.instagram.com/rose_andom_center/,"In collaboration with our partner agencies, victims can access domestic violence advocacy, safety planning and counseling, counseling for their children and youth, healthcare clinic, civil legal assistance, information on the criminal justice system, access to public benefits assistance, job search and referrals for emergency shelter and longer term housing options.
",Denver
78,Rose Community Foundation,https://rcfdenver.org/,[email protected],303.398.7400,"4500 Cherry Creek Drive South, Suite 900, Denver, CO, 80246","Rose Community Foundation is committed to advancing inclusive, engaged and equitable Greater Denver communities through values-driven philanthropy.
",1995,All Populations,https://twitter.com/rcfdenver,https://www.facebook.com/rosecommunityfoundation/,https://www.linkedin.com/company/rosecommunityfoundation/,,"Aging, Child and Family Development, Education, Health, Jewish Life
",Arapahoe
79,Rotary International District 5450 Inc.,https://www.rotary5450.org,[email protected],303-477-0654,"5103 Dvorak Circle, Longmont, CO, 80504","Together we see a world where people unite and take action to create lasting change across the globe in our communities and in ourselves.
",1905,All Populations,,https://www.facebook.com/RotaryDistrict5450/,,,"Leadership training and education of our 3,000 members, and community and global service projects in Rotary's six areas of focus: health and disease prevention, water and sanitation, basic education and literacy, child and maternal health, economic and community development, peace and conflict resolution.
",Weld
80,Roundup Fellowship,http://www.rup.org,[email protected],3033538310,"3443 S Galena St, 310, Denver, CO, 80231","Roundup Fellowship serves people with developmental disabilities, recognizing their worth, affirming their ability to contribute, and striving to promote dignity in all relationships.
",1973,"Children and Youth, People Living With Disabilities",,,,,"Residential Child Care Facilities, Adult Residential Group Homes, Individual Apartment Home, Community Participation for Adults, Supported Employment for Adults, School and Day Treatment for Children/Teens
",Denver
81,Roundup Fellowship-Colorado Springs Branch,http://www.rup.org,,719-447-9333,"2121 E LA SALLE ST STE 100, Colorado Springs, CO, 80909",,,,,,,,,El Paso
82,Sacred Heart House of Denver,https://www.sacredhearthouse.com,[email protected],303-296-6686,"2844 Lawrence St., Denver, CO, 80205","Sacred Heart House of Denver provides a Continuum of Services to single mothers with children and single women experiencing homelessness in Denver, enabling them to move to stable housing and achieve and maintain self-sufficiency.
The In-House Stabilization Program provides safe, temporary housing and emergency services to meet the basic human needs of these women and children. With case management and referrals to community resources, women secure housing and address issues that led to their homelessness. Life Skills classes presented in collaboration with other Denver service providers facilitate their stabilization.
After women obtain housing, services of the Follow-Up Program help them reestablish homes. This program continues to provide services and support to all former residents, so they can sustain their housing, increase their stabilization and avert future homelessness.
The Transitional Housing Program provides up to two years of supportive housing in six agency-owned units for single mothers pursuing education/employment goals. Case management guides them in addressing barriers to their past success and in developing critical life skills. Upon completing the program, they move to more permanent housing.
",1980,"African-American, Asian-American, Children and Youth, People Living With Disabilities, Elderly, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Latino/Hispanic, Low Income, American Indian/Native American, Urban, Veterans, Women and Girls",,,,,"In-House Stabilization Program
Follow-Up Program
Transitional Housing Program
",Denver
83,Safe Shelter of St. Vrain Valley,http://www.safeshelterofstvrain.org,[email protected],303-772-0432,"PO BOX 231, Longmont, CO, 80501","Safe Shelter provides safety, support and resources to individuals affected by domestic abuse. We promote empowerment through direct services and community education, advocating for the right of every individual to live a life of free of intimidation, exploitation and abuse. The Board of Directors and the staff at Safe Shelter have a vision to provide the tools to empower our community to break the cycle of domestic violence. To stay focused on this vision, we are guided by values that define us. Those values include: *Treat all with dignity and respect *Accomplish results through competence and creativity *Offer support and opportunity *Manage activities with proper regard to the rights of others
",1978,All Populations,,,,,"residential and non residential counseling, child and you services, outreach prevention education
",Boulder
84,SafeHouse Denver,http://www.safehouse-denver.org,[email protected],303-302-6125,"1649 Downing St., Denver, CO, 80218","To help adults, children and youth to reclaim their right to a life free of domestic violence. For donations, please contact [email protected].
",1977,All Populations,http://@SafeHseDenver,http://@SafeHouseDenver,"http://SafeHouse Denver, Inc",https://www.instagram.com/safehouse_denver/,"31-bed emergency shelter for DV victims, 27-bed extended stay (~90 days) shelter, non-residential counseling center, 24-hour crisis line, community education program.
",Denver
85,Safehouse Progressive Alliance for Nonviolence,http://www.safehousealliance.org,[email protected],303.449.8623,"835 North St, Boulder, CO, 80304","Safehouse Progressive Alliance for Nonviolence is a human rights organization committed to ending violence against adults, youth, and children through support, advocacy,education, and community organizing.
",1979,"African-American, Asian-American, Children and Youth, People Living With Disabilities, Elderly, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Immigrants, Latino/Hispanic, Low Income, Men and Boys, American Indian/Native American, Rural, Urban, Women and Girls",https://twitter.com/FollowSPAN,https://www.facebook.com/FollowSPAN/,,,"Domestic Violence related services including: 24 hr. Crisis Line; Safe Emergency and Transitional Shelter; Adult and Children's Counseling, Advocacy with individuals in the court system; and Community Education.
",Boulder
86,Saint Clare's Ministries,https://episcopalcolorado.org/st-clares-ministries/,[email protected],2145384119,"126 W 2nd Ave, Denver, CO, 80223","Our mission is to offer short-term respite from the harsh realities of homelessness and poverty by offering a hot, homemade meal, clothing, spiritual support and a caring community to those in need.
",2010,All Populations,,,,,"We’re an open and inclusive community, attempting to seek and serve Christ in all persons, to strive for justice and peace among all people, and to respect the dignity of every human being. Our guests are some of Denver’s homeless, the marginalized, those in poverty or the poor needing meals, clothing, spiritual community, and other support that our ministry provides.
We’re here every Tuesday, practicing radical generosity in Denver’s Baker neighborhood, in our host church, The Episcopal Church of St. Peter & St. Mary, 126 West 2nd Avenue, Denver.
",Denver
87,Saint Francis Center,https://www.sfcdenver.org,[email protected],3032971576,"2323 Curtis Street, Denver, CO, 80205","The St. Francis Center offers refuge and peace for our community members who experience homelessness, helping them meet their basic needs and transition out of homelessness.
",1983,All Populations,,,,,"St. Francis Center (SFC), a ministry of the Episcopal Diocese of Colorado, was established in June 1983. SFC is a refuge for individuals who are homeless in the metro Denver area, providing shelter along with services that enable people to meet their basic needs for daily survival and to transition out of homelessness.
St. Francis Center’s programs and services are tailored toward adults and focus on daytime shelter, social services, health and wellness, housing, employment, and outreach. At SFC, guests* have the opportunity to work with a variety of specialists, depending on their individual needs, which is often the first step toward transformation and ultimately self-sufficiency.
* SFC staff and volunteers refer to those we serve as “guests” because of our strong commitment to hospitality; welcoming everyone and treating each person with dignity and respect.
Services Offered:
Day Services
Employment
Housing
Outreach
Supplemental Storage
",Denver
88,Sakura Foundation,http://www.sakurafoundation.org/,[email protected],3039514486,"1255 19th Street, Suite 103, Denver, CO, 80202","The mission of Sakura Foundation is to sustain the Tri-State/Denver Buddhist Temple and celebrate Japanese and Japanese American heritage, culture and community.
",2014,"All Populations, Asian-American",,https://www.facebook.com/SakuraFoundationCO/?ref=bookmarks,,,"Mirai Generations Leadership Program, scholarships for graduating HS seniors, community grants, co-presenters with Tri-State/Denver Buddhist Temple of the Cherry Blossom Festival, various cultural and community programming
",Denver
89,Salvation Army,,[email protected],3038614833,"1370 Pennsylvania St, Denver, CO, 80203","The Salvation Army is a branch of the Christian Church and the ultimate goal of all programs is spiritual regeneration of all people.  Our mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.
",1865,"People Living With Disabilities, Elderly, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Low Income",,,,,"Activated Respite and Protective Action Shelters
",Denver
90,Sand Creek Regional Greenway Partnership,http://www.sandcreekgreenway.org,[email protected],3034683263,"7350 East 29th Ave., Suite 300, Denver, CO, 80238","The Sand Creek Regional Greenway Partnership is a nonprofit, 501 (c)3 organization that, in partnership with Aurora, Commerce City and Denver, seeks to preserve, improve, and promote the natural and recreational resources of the Sand Creek Watershed.
",1999,All Populations,https://twitter.com/SandCreekGrnwy,https://www.facebook.com/Sand-Creek-Regional-Greenway-Partnership-159718626608/,,https://www.instagram.com/sandcreekgreenway/,"Next Generation Partners
Neighborhood Partners  Environmental Team
",Denver
91,SAWA-Someone A World Away,http://www.someoneaworldaway.org,[email protected],3035489212,"22172 E DRY CREEK PL, Aurora, CO, 80016","The mission of SAWA is to empower Kenyan orphans to believe that they have a future as productive members of society by providing food, housing, sanitation, education, healthcare and love.
",2014,Children and Youth,https://twitter.com/SAWA_Kenya?lang=en,https://www.facebook.com/Someoneaworldaway/,,https://instagram.com/someoneaworldaway,"SAWA's current program is supporting El Shadai Grace Centre in Nairobi Kenya. It is home to 28 orphans and at-risk children. Donors provide financial support for food, water, medical care, education, school supplies, uniforms and the many other expenses incurred when raising 28 children!  SAWA's most ambitious goal was achieved in late 2019 when the construction of a new orphanage was completed. The children moved from their old, dilapidated rental home to a safe new building with electricity, running water, bathrooms, and a bed for each child. SAWA continues to support the operation of the orphanage with a focus on education. Due to the turmoil caused by coronavirus around the world,  SAWA is providing funds to cover all food and household expenses until former sources of donations return to the orphanage.
",Arapahoe
92,School District 12 Education Foundation,http://5starfoundation.org/,[email protected],7209724342,"1500 E. 128th Ave., Thornton, CO, 80241","We 'mind the gap' between traditional K-12 education and the outside world.  With the support of our donors and funders, we create links and bridges for Adams12 students and the outside world.  We envision a paradigm shift where students think about 1.  what they want to be THEN 2.  What education do they need to get there and finally, #3.  where do they need to go to get that education.  Through community partnerships we ensure that ALL students see their own path to future success
Mission:  Invest in Student Success
Vision:  The Five Star Education Foundation contributes to the improvement of the overall quality of life in our community through investments in educational services and programs to assist Adams12 students in achieving their full potential.
",1985,"All Populations, Children and Youth, Low Income",,https://www.facebook.com/5StarColorado/,,,"Student Success Incubator Funds:  The Five Star Foundation believes that teachers and students know the pathway to future success.  They just need support and resources.  Student Success Incubator Funds INVEST in these results driven projects designed by students and teachers and walk the path them to TEST, PROVE and SCALE these opportunities.  Last year this program funded $60,000 in unique projects proposed by students and staff.
Youth Advisory Board:  Our board knows that student voices need to be heard at all levels to successfully support their educational needs.  The Youth Advisory Board, while in the initial stages, is bringing students to the table to identify problems in the schools, set direction for solving those issues, make funding decisions, and be part of the strategic planning process with the foundation board.  This program gives real world leadership and decision making experience to a diverse group of students.  The goal is to grow this to student representation from all high schools by the end of the year.
Career Discovery:  Studies show that exposure to career options early in the educational process help them more readily achieve career success.  Working with our business and government partners, we provide programing to immerse students in all aspects of a career field.  They can then take this knowledge and choose educational pathways to their future career.  We are piloting this program with one business partner and are looking to duplicate it in 3 more fields this year targeting low income students.
Career Readiness: For students to be ready for the workforce, they need skills, training on relevant equipment and certifications necessary to succeed in today's job market.  We help students identify WHAT they want to be, what EDUCATION they need to do that and then WHERE they need to go to get that education.  We walk this with them every step of the way.  The program supports the P-TECH (Pathways Early College High School), B-TECH (Business Technology Early College High School) and CTE (Career and Technical Education) programs in the district with equipment, partnerships, and certification funding.  This program is growing to include mentorships, internships and apprenticeships that give ALL students a level playing field.  We are currently serving almost 500 students in these areas and are looking to double this number.
Capacity Building:  There are so many passionate volunteers in the community that are doing amazing things for their local schools and our students. Together with the district, the foundation discovered that there was no central resource nor leader for parent volunteers, teachers and community members to get information and support for their projects.  We fill that need through grant writing workshops, assistance on local school fundraisers and professional support to make sure we are all doing what's best for our student's success.  We currently facilitate $200,000 in funding for individual programs through capacity building.
Learning Readiness:  Extensive studies show that setting students up on the path to success begins with being ready to learn.  This is ensuring students are warm, safe and dry.  It means meeting social/emotional benchmarks to be academically successful.  A portion of our work focuses on making sure the students we serve are READY for the programs we offer.  Some examples of our work are a laundry facility at an alternative high school, social-emotional curriculum for K-5 students at an impacted school and technology to engage students with significant disabilities in a traditional classroom.
",Adams
93,Seawell Ballroom,https://www.denvercenter.org/venue-rentals/,,303-572-4466,"1350 Arapahoe St, Denver, CO, 80204","Align your company with the DCPA when you host your fundraiser in the Seawell Ballroom. Our theatrically-trained team brings your imagination to life. Non-profit discounts available.
",1998,All Populations,,,,,,Denver
94,Second Time Shop,http://www.jld.org,[email protected],303-789-4055,"5042 E HAMPDEN AVE, DENVER, CO, 80222",,,,,,,,,Denver
95,Secular Hub Inc.,https://www.secularhub.org,[email protected],720-583-5222,"PO BOX 2519, Denver, CO, 80201","Secular Hub Inc is organized: 1) for educational, scientific, and charitable endeavors, 2) to provide a physical location to serve as the headquarters and meeting space to enable all secular groups to thrive, 3) to provide our members with a social community that creates camaraderie and resources for personal growth 4) to orchestrate charitable and volunteer community service projects across Colorado to raise the awareness of the secular movement, and 5) to support and promote public policies of the American Humanist Association.
",2011,All Populations,https://twitter.com/secularhub,https://www.facebook.com/SecularHub/,https://www.linkedin.com/company/secular-hub-inc,,"Provide meeting space for secular groups.
Organize secular and science events.
",Denver
96,Seeds of Hope,http://www.seedsofhopedenver.org,[email protected],303-715-3127,"1300 South Steele Street, Denver, CO, 80210","Seeds of Hope cultivates minds and hearts for Christ by striving to make a transformative Catholic education financially accessible to any family who seeks it.
",1996,Children and Youth,http://twitter.com/seedsofhopeden,http://www.facebook.com/seedsofhopedenver,https://www.linkedin.com/company/seedsofhopedenver/,https://www.instagram.com/seedsofhopedenver/,"Tuition assistance, Adopt-a-Student, Evening of Hope, Golf for Hope
",Denver
97,Seicento Baroque Ensemble,http://www.seicentobaroque.org/,,720-301-7747,"P.O. Box 171, Boulder, CO, 80306","To educate, inspire and foster music appreciation on the part of the public through historically informed performance of Baroque chamber music.  The Seicento Baroque Ensemble emphasizes education for singers, instrumentalists, and the public of all ages about the Baroque period in history, in particular its music, composers, compositions and performance practices.
",2011,All Populations,,https://www.facebook.com/Seicento-Baroque-Ensemble-104519586402842/,https://www.linkedin.com/company/seicento-baroque-ensemble,https://www.instagram.com/seicento_baroque_ensemble/ ,"Depending on the size of the venue, attendance at our concerts varies from 100 to over 300 per performance. With this year’s three-concert program and each concert to be performed in three locations, we can expect total attendance to exceed 1,400. Shown below are the three concerts: Colonial Latin America and the New World (October 21-23, 2016), Ein Kind geborn zu Bethlehem: Christmas Music of Praetorius (December 9-11, 2016), and Handel’s Dixit Dominus (March 24-26, 2017).
",Boulder
98,"Senior Housing Options, Inc.",http://www.seniorhousingoptions.org,[email protected],3035954464,"1510 17th Street, Denver, CO, 80202","“Our Mission is to provide residential communities and caring services to enrich the lives of older adults in Colorado.”
",1980,"People Living With Disabilities, Elderly",,https://www.facebook.com/SeniorHousingOptionsColorado/,,https://www.instagram.com/senior_housing_options/,"Housing; Assisted Living
",Denver
99,Senior Support Services,http://www.seniorsupportservices.org,[email protected],303-832-1622,"846 E 18TH AVE, Denver, CO, 80218","Our mission is to make each day better and safer for Denver's hungry and homeless seniors by providing the resources and support they need to lead more self-sufficient and fulfilling lives.
",1976,"People Living With Disabilities, Elderly, People Experiencing Homelessness, Low Income, Veterans",,,,,"Meals, Day Shelter, Case Management, Transportation, Clothing, Health Insurance, Housing, Government Benefits & Referrals
",Denver
100,Seniors' Resource Center,http://www.SRCaging.org,[email protected],303-238-8151,"3227 Chase St, Wheat Ridge, CO, 80212","Seniors’ Resource Center is a community partner providing person-focused, coordinated services to enhance independence, dignity and quality of life.
",1978,"Elderly, Families, Low Income, Rural, Urban, Veterans",https://twitter.com/srcaging,https://www.facebook.com/seniorsresourcecenter,https://www.linkedin.com/company-beta/1285286/,https://www.instagram.com/srcaging/,"Seniors’ Resource Center, a 501(c)(3) non-profit organization, is dedicated to enhancing the independence, dignity and quality of life for seniors in the Metro Denver Area and surrounding communities.  We believe seniors are a vital part of our community. At Seniors’ Resource Center we provide an array of services that enable older adults to remain in their homes and thrive. Services such as in home care and adult daytime programs provide life enriching activities and support both older adults and their caregivers. We help older adults remain independent and engaged.
",Jefferson
101,Sense of Security,http://www.senseofsecurity.org,[email protected],3036693113,"1355 S Colorado Blvd, Denver, CO, 80222","We provide a Sense of Security from financial hardship and enhance the quality of life for Colorado breast cancer patients in treatment.
",2000,"African-American, Asian-American, People Living With Disabilities, Elderly, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Immigrants, Latino/Hispanic, Low Income, American Indian/Native American, Rural, Urban, Veterans, Women and Girls",,https://www.facebook.com/SenseSecColorado/#,,,"Sustained financial support for Colorado breast cancer patients during their treatment. Sense of Security pays regular bills like housing, transportation, food and utilities for up to $500 and up to six months during qualified breast cancer treatment.
",Denver
102,Severe Weather Shelter Network,http://www.swshelternetwork.com,[email protected],720-515-9313,"6228 S CARR CT, Littleton, CO, 80123","Severe Weather Shelter Network partners with other community organizations and agencies to provide emergency overnight shelter on life threatening winter nights for individuals living on the streets.
",2014,People Experiencing Homelessness,http://www.twitter.com/ShelterNetwork,https://www.facebook.com/swshelter,,https://www.instagram.com/swshelternetwork,"Emergency shelter, Education and Homeless Awareness
",Jefferson
103,Shadhika,http://www.shadhika.org,[email protected],3034551819,"1031 33rd Street, Suite 172, Denver, CO, 80205","Shadhika provides funding and support to women-led, locally controlled non-profits in India working to empower at-risk girls so that they, and India,  can realize their aspirations for a better future. We break the cycle of poverty and address gender inequality in India by investing in the education, empowerment and economic self-sufficiency of girls.
",2002,"Asian-American, Women and Girls",,https://www.facebook.com/ShadhikaIndia,https://www.linkedin.com/company/shadhika-india,https://www.instagram.com/shadhika_india/,"Grants for women-led NGOs working in India for girls' education, empowerment, and economic self-sufficiency
",Denver
104,Shalom Denver,http://www.shalomdenver.com,,303-623-0251,"2498 W 2ND AVE, DENVER, CO, 80223","Mailing, packaging, fulfillment and assembly services. Employment for people with disabilities.
",,,,,,,,Denver
105,Shiloh House,http://www.shilohhouse.org,[email protected],3039329599,"6400 West Coal Mine Ave., Littleton, CO, 80123","Shiloh House offers nurturing, therapeutic and educational services to empower youth and families to overcome the impact of abuse, neglect and trauma. Through guidance, clinical intervention and advocacy Shiloh House meets the needs of the community while respecting the diversity of youth and families.
",1985,"African-American, Asian-American, Children and Youth, People Living With Disabilities, Families, Gay, Lesbian, Bisexual, Transgender, People Experiencing Homelessness, Latino/Hispanic, Low Income, Men and Boys, American Indian/Native American, Rural, Urban, Women and Girls",,,,,"Outpatient programs
Residential Treatment Center
Day Treatment
After school programming
Community support
Life skills services
Supervised Visitation
",Jefferson
